Department Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,Amount,Invoice Currency Unit
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,Corporate Programme,University of Sheffield GRANT,76990290,229463.83,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,Corporate Programme,University of Southampton GRANT,76990291,309152.64,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,Corporate Programme,University of St Andrews GRANT,76990293,108188.82,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,Corporate Programme,University of Strathclyde GRANT,76990294,125279.67,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,Corporate Programme,University of Surrey GRANT,76990295,63421.9,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,Corporate Programme,University of Sussex GRANT,76990296,16642.26,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,Corporate Programme,Warwick University,76990297,171488.39,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,Corporate Programme,University of York GRANT,76990298,66962.77,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,Non Theme Specific,University of Bristol GRANT,76990299,4999.36,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,Non Theme Specific,University of Bristol GRANT,76990299,11750.57,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,Non Theme Specific,University of Glamorgan GRANT,76990300,691.21,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,Non Theme Specific,Manchester Metropolitan University GRANT,76990301,691.21,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,Non Theme Specific,University of Leeds GRANT,76990302,4838.47,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,Manufacturing Manufacturing,University College London GRANT,76990303,2061.8,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,Manufacturing Manufacturing,University College London GRANT,76990303,171003.64,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,Manufacturing Manufacturing,University of Bristol GRANT,76990304,278451.31,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,Manufacturing Manufacturing,University of Strathclyde GRANT,76990305,308150.7,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,Manufacturing Manufacturing,University of Cambridge,76990306,182021.17,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,Manufacturing Manufacturing,Swansea University,76990307,62951.91,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,Energy Energy,University of York GRANT,76990308,240,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,Energy Energy,University of York GRANT,76990308,108878.99,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,Non Theme Specific,Aston University GRANT,76990309,3891.46,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,Non Theme Specific,Brunel University GRANT,76990310,7782.92,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,Non Theme Specific,"University of Wales, Cardiff - UWC",76990311,19457.3,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,Non Theme Specific,City University,76990312,3891.46,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,Non Theme Specific,Cranfield University,76990313,31131.69,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,Non Theme Specific,University of Durham GRANT,76990314,15565.84,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,Non Theme Specific,Lancaster University GRANT,76990315,15565.84,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,Non Theme Specific,Loughborough University GRANT,76990316,35023.15,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,Non Theme Specific,Queen Mary University of London,76990317,7782.92,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,Non Theme Specific,Swansea University,76990318,11674.38,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,Non Theme Specific,University of Edinburgh,76990319,31131.69,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,Non Theme Specific,University of Exeter GRANT,76990320,3891.46,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,Non Theme Specific,University of Greenwich GRANT,76990321,3891.46,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,Non Theme Specific,University of Kent GRANT,76990322,3891.46,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,Non Theme Specific,University of Liverpool GRANT,76990323,15565.84,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,Non Theme Specific,University of Nottingham GRANT,76990324,23348.77,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,Non Theme Specific,University of Oxford GRANT,76990325,27240.22,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,Non Theme Specific,University of Sheffield GRANT,76990326,23348.77,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,Non Theme Specific,University of Strathclyde GRANT,76990327,31131.69,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,Non Theme Specific,Heriot-Watt University GRANT,76990328,3891.46,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,Non Theme Specific,ICSTM,76990329,54480.46,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,Non Theme Specific,King's College London,76990330,3891.46,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,Non Theme Specific,University of Newcastle upon Tyne GRANT,76990331,2174.53,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,Non Theme Specific,University of Newcastle upon Tyne GRANT,76990331,11674.38,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,Non Theme Specific,University of Manchester GRANT,76990332,93395.07,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,Non Theme Specific,University College London GRANT,76990333,62263.38,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,Non Theme Specific,University of Bath,76990334,15565.84,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,Non Theme Specific,University of Birmingham GRANT,76990335,7782.92,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,Non Theme Specific,University of Bristol GRANT,76990336,42806.07,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,Non Theme Specific,University of Cambridge,76990337,108960.91,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,Non Theme Specific,University of Central Lancashire GRANT,76990338,3891.46,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,Non Theme Specific,University of Leeds GRANT,76990339,54480.46,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,Non Theme Specific,University of Leicester GRANT,76990340,3891.46,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,Non Theme Specific,University of Southampton GRANT,76990341,50588.99,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,Non Theme Specific,University of St Andrews GRANT,76990342,3891.46,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,Non Theme Specific,University of Surrey GRANT,76990343,23348.77,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,Non Theme Specific,University of Teesside GRANT,76990344,3891.46,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,Non Theme Specific,University of Warwick,76990345,35023.15,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,Non Theme Specific,University of York GRANT,76990346,600,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,Non Theme Specific,University of York GRANT,76990346,15565.84,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,Non Theme Specific,University of the West of England,76990347,3891.46,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,Non Theme Specific,University of Southampton GRANT,76990348,3891.46,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,GU Global Uncertainty,R H B N C GRANT,76990349,163536.68,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,GU Global Uncertainty,University of Oxford GRANT,76990350,149617.72,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,Corporate Programme,University of Dundee,76990351,21555.94,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,Corporate Programme,University of Edinburgh,76990352,153610.02,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,Corporate Programme,University of East Anglia GRANT,76990353,24365.59,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,Corporate Programme,University of Exeter GRANT,76990354,57789.62,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,Corporate Programme,University of Glasgow GRANT,76990355,118000.37,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,Corporate Programme,University of Kent GRANT,76990356,21179.04,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,Corporate Programme,University of Leeds GRANT,76990357,595,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,Corporate Programme,University of Leeds GRANT,76990357,178294.32,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,Corporate Programme,University of Leicester GRANT,76990358,21274.98,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,Corporate Programme,University of Liverpool GRANT,76990359,95996.53,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,Corporate Programme,University of Nottingham GRANT,76990360,164343.89,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,Corporate Programme,University College London GRANT,76990361,334357,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,Corporate Programme,University of Bath,76990362,88318.69,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,Corporate Programme,University of Bristol GRANT,76990363,211957.11,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,Corporate Programme,University of Cambridge,76990364,359715.43,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,Corporate Programme,University of Birmingham GRANT,76990365,114414.01,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,Corporate Programme,University of Oxford GRANT,76990366,500,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,Corporate Programme,University of Oxford GRANT,76990366,286949.92,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,Corporate Programme,University of Reading GRANT,76990367,36327.2,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,Corporate Programme,University of Sheffield GRANT,76990368,241312.81,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,Corporate Programme,University of St Andrews GRANT,76990369,132899.33,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,Corporate Programme,University of Southampton GRANT,76990370,304247.14,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,Corporate Programme,University of Strathclyde GRANT,76990371,109525.9,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,Corporate Programme,University of Surrey GRANT,76990372,74057.63,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,Corporate Programme,University of Sussex GRANT,76990373,24591.82,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,Corporate Programme,University of York GRANT,76990374,65670.94,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,Corporate Programme,University of Warwick,76990375,203161.61,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,Corporate Programme,"University of Wales, Cardiff - UWC",76990376,62540.8,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,Corporate Programme,King's College London,76990377,55720.07,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,Corporate Programme,Lancaster University GRANT,76990378,48145.99,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,Corporate Programme,Loughborough University GRANT,76990380,46230.77,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,Corporate Programme,Queen Mary University of London,76990381,68836.54,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,Corporate Programme,University of Newcastle upon Tyne GRANT,76990382,80837,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,Corporate Programme,Cranfield University,76990383,16554.63,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,Corporate Programme,ICSTM,76990384,517721.16,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,Corporate Programme,Heriot-Watt University GRANT,76990385,86553.33,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,Corporate Programme,University of Durham GRANT,76990386,3568.66,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,Corporate Programme,University of Durham GRANT,76990386,89658.48,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,Corporate Programme,Queen's University Belfast GRANT,76990387,78787.63,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,Corporate Programme,R H B N C GRANT,76990388,25729.22,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,Corporate Programme,University of Manchester GRANT,76990389,2417,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,Corporate Programme,University of Manchester GRANT,76990389,201463.91,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,Corporate Programme,Swansea University,76990390,47326.47,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,Non Theme Specific,University of the West of England,76990391,3960.99,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,Non Theme Specific,University of Nottingham GRANT,76990392,31687.92,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,Non Theme Specific,University of Sheffield GRANT,76990393,63375.84,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,Non Theme Specific,University of Oxford GRANT,76990394,55453.85,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,Non Theme Specific,Royal Veterinary College GRANT,76990395,3960.99,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,Non Theme Specific,Queen's University Belfast GRANT,76990396,3960.99,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,Non Theme Specific,University of Southampton GRANT,76990397,35648.91,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,Non Theme Specific,Queen Mary University of London,76990398,888.56,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,Non Theme Specific,Queen Mary University of London,76990398,19804.95,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,Non Theme Specific,University of Strathclyde GRANT,76990399,23765.93,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,Non Theme Specific,R H B N C GRANT,76990400,3960.99,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,Non Theme Specific,University of Reading GRANT,76990401,11882.97,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,Non Theme Specific,Heriot-Watt University GRANT,76990402,3960.99,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,Non Theme Specific,ICSTM,76990403,79219.79,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,Non Theme Specific,King's College London,76990404,7921.97,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,Non Theme Specific,University of Leeds GRANT,76990405,43570.88,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,Non Theme Specific,Lancaster University GRANT,76990406,3960.99,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,Non Theme Specific,University of Aberdeen GRANT,76990407,3960.99,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,Non Theme Specific,University of Bath,76990408,15843.96,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,Non Theme Specific,University of Birmingham GRANT,76990409,19804.95,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,Non Theme Specific,University of Bristol GRANT,76990410,43570.88,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,Non Theme Specific,Brunel University GRANT,76990411,3960.99,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,Non Theme Specific,Brunel University GRANT,76990411,3960.99,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,Non Theme Specific,Brunel University GRANT,76990411,3960.99,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,Non Theme Specific,Brunel University GRANT,76990411,3960.99,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,Non Theme Specific,Brunel University GRANT,76990411,11670.16,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,Non Theme Specific,Brunel University GRANT,76990411,11670.16,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,Non Theme Specific,University of Cambridge,76990412,99024.74,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,Non Theme Specific,University of Surrey GRANT,76990413,15843.96,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,Non Theme Specific,Swansea University,76990414,11882.97,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,Non Theme Specific,University of Sussex GRANT,76990415,3960.99,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,Non Theme Specific,University College London GRANT,76990416,43570.88,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,Non Theme Specific,University of York GRANT,76990417,19804.95,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,Non Theme Specific,University of Warwick,76990418,47531.88,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,Non Theme Specific,University of East Anglia GRANT,76990419,7921.97,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,Non Theme Specific,University of East Anglia GRANT,76990419,7921.97,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,Non Theme Specific,University of East Anglia GRANT,76990419,7921.97,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,Non Theme Specific,University of East Anglia GRANT,76990419,7921.97,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,Non Theme Specific,University of East Anglia GRANT,76990419,23340.32,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,Non Theme Specific,University of East Anglia GRANT,76990419,23340.32,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,Non Theme Specific,University of Newcastle upon Tyne GRANT,76990420,7921.97,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,Non Theme Specific,University of Liverpool GRANT,76990421,11882.97,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,Non Theme Specific,London South Bank University GRANT,76990422,3960.99,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,Non Theme Specific,"University of Wales, Cardiff - UWC",76990423,2357.2,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,Non Theme Specific,"University of Wales, Cardiff - UWC",76990423,19804.95,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,Non Theme Specific,Cranfield University,76990424,15843.96,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,Non Theme Specific,University of Durham GRANT,76990425,35648.91,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,Non Theme Specific,University of Edinburgh,76990426,11882.97,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,Non Theme Specific,University of Essex GRANT,76990427,11882.97,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,Non Theme Specific,University of Greenwich GRANT,76990428,3960.99,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,Non Theme Specific,Loughborough University GRANT,76990429,15843.96,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,Non Theme Specific,Manchester Metropolitan University GRANT,76990430,3960.99,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,Non Theme Specific,Manchester Metropolitan University GRANT,76990430,3960.99,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,Non Theme Specific,Manchester Metropolitan University GRANT,76990430,3960.99,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,Non Theme Specific,Manchester Metropolitan University GRANT,76990430,3960.99,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,Non Theme Specific,Manchester Metropolitan University GRANT,76990430,11670.16,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,Non Theme Specific,Manchester Metropolitan University GRANT,76990430,11670.16,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,Non Theme Specific,University of Manchester GRANT,76990431,83180.79,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,Healthcare Healthcare,University College London GRANT,76990432,66190.51,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,Healthcare Healthcare,University of Leeds GRANT,76990433,42788.3,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,NC Physical Sciences,University of Birmingham GRANT,76990434,42164.23,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,Healthcare Healthcare,King's College London,76990435,57707.79,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,NC Engineering,ICSTM,76990436,55626.73,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,Healthcare Healthcare,University of Strathclyde GRANT,76990437,25367.49,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,NC Engineering,University of Strathclyde GRANT,76990437,25367.49,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,Healthcare Healthcare,ICSTM,76990438,15383.16,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,NC Physical Sciences,ICSTM,76990438,46149.47,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,NC Engineering,ICSTM,76990439,53283.48,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,NC Engineering,University of Cambridge,76990440,55632.44,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,Healthcare Healthcare,University of Nottingham GRANT,76990441,54476.65,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,LWEC LWEC,University of Exeter GRANT,76990442,27479.13,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,NC Engineering,University of Exeter GRANT,76990442,27479.14,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,NC ICT,University of Exeter GRANT,76990442,6106.48,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,Healthcare Healthcare,University of Manchester GRANT,76990443,57013.16,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,NC Engineering,University of Southampton GRANT,76990444,28459.8,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,NC ICT,University of Southampton GRANT,76990444,18973.2,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,NC Engineering,University of Oxford GRANT,76990445,56712.58,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,NC Engineering,University of Cambridge,76990446,61960.05,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,NC Engineering,ICSTM,76990447,57456.5,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,GU Physical Sciences,University of Sheffield GRANT,76990448,4160.91,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,NC Engineering,University of Sheffield GRANT,76990448,37448.23,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,Energy Energy,University of Sheffield GRANT,76990449,51029.78,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,NC Engineering,University of Bristol GRANT,76990450,58510.43,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,Energy Energy,University of Nottingham GRANT,76990451,101532.7,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,Manufacturing Manufacturing,University College London GRANT,76990452,26606.28,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,NC Engineering,University College London GRANT,76990452,26606.28,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,Manufacturing Manufacturing,University of Sheffield GRANT,76990453,11152.54,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,NC Engineering,University of Sheffield GRANT,76990453,33457.61,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,NC Engineering,University of Leeds GRANT,76990454,36685.54,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,NC Maths,University of Leeds GRANT,76990454,12228.52,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,NC Engineering,University of Surrey GRANT,76990455,38424.38,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,NC Maths,University of Oxford GRANT,76990456,22239.41,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,NC Physical Sciences,University of Oxford GRANT,76990456,22239.4,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,NC Maths,Lancaster University GRANT,76990457,47618.13,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,NC Maths,University of Oxford GRANT,76990458,51359.89,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,NC Maths,University of Oxford GRANT,76990459,52803.99,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,Energy Energy,University of Birmingham GRANT,76990460,54086.15,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,NC Maths,University of Warwick,76990461,45336.74,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,LWEC LWEC,Cranfield University,76990462,22143.94,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,NC Engineering,Cranfield University,76990462,22143.94,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,Manufacturing Manufacturing,University of Leicester GRANT,76990464,40967.63,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,NC ICT,ICSTM,76990465,54596.24,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,LWEC LWEC,ICSTM,76990466,10342.32,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,NC Maths,ICSTM,76990466,58606.51,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,Digital Economy Digital Economy,University of Bath,76990467,57910.44,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,Digital Economy Digital Economy,University of Newcastle upon Tyne GRANT,76990468,55363.18,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,Digital Economy Digital Economy,University of Southampton GRANT,76990469,22207.9,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,Digital Economy Digital Economy,University of Southampton GRANT,76990469,22207.9,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,NC ICT,University of Southampton GRANT,76990469,22207.91,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,NC ICT,University of Southampton GRANT,76990469,22207.91,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,Digital Economy Digital Economy,University of York GRANT,76990471,33149.79,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,NC ICT,University of York GRANT,76990471,33149.8,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,NC Maths,University of Oxford GRANT,76990472,52110.43,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,Manufacturing Manufacturing,University of Nottingham GRANT,76990473,56967.11,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,NC ICT,University of Edinburgh,76990474,48561.25,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,Manufacturing Manufacturing,University of Cambridge,76990475,55987.8,GBP
