Department Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,Amount,Invoice Currency Unit
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,Energy Energy,University of Strathclyde GRANT,76990476,48961.25,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,Digital Economy Digital Economy,University of Nottingham GRANT,76990477,38887.06,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,Energy Energy,ICSTM,76990478,53275.01,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,NC Engineering,Heriot-Watt University GRANT,76990479,65411.49,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,NC ICT,Heriot-Watt University GRANT,76990479,7267.94,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,NC Physical Sciences,University of Sheffield GRANT,76990480,48966.53,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,Manufacturing Manufacturing,University of Bath,76990481,10981.47,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,NC Engineering,University of Bath,76990481,16472.2,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,NC Physical Sciences,University of Bath,76990481,27453.66,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,NC Physical Sciences,University of Oxford GRANT,76990482,57879.56,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,NC Engineering,"University of Wales, Cardiff - UWC",76990483,10681.97,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,NC Physical Sciences,"University of Wales, Cardiff - UWC",76990483,42727.89,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,NC Maths,University College London GRANT,76990484,54667.99,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,Digital Economy Digital Economy,University of Warwick,76990485,11838.97,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,NC Engineering,University of Warwick,76990485,9471.17,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,NC ICT,University of Warwick,76990485,26045.7,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,Energy Energy,University of Manchester GRANT,76990488,46606.26,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,Digital Economy Digital Economy,University College London GRANT,76990507,53183.93,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,NC Engineering,University of Oxford GRANT,76990528,52718.43,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,NC ICT,University of Edinburgh,76990531,58791.39,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,Manufacturing Manufacturing,Loughborough University GRANT,76990532,8380.09,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,NC ICT,Loughborough University GRANT,76990532,33520.35,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,Manufacturing Manufacturing,Heriot-Watt University GRANT,76990533,5657.42,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,Manufacturing Manufacturing,Heriot-Watt University GRANT,76990533,5657.42,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,NC ICT,Heriot-Watt University GRANT,76990533,45259.37,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,NC ICT,Heriot-Watt University GRANT,76990533,45259.37,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,NC Physical Sciences,Heriot-Watt University GRANT,76990533,5657.42,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,NC Physical Sciences,Heriot-Watt University GRANT,76990533,5657.42,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,NC Physical Sciences,University of Bristol GRANT,76990534,63452.16,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,Energy Energy,University of York GRANT,76990535,47629.89,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,Energy Energy,University College London GRANT,76990536,51124.96,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,NC ICT,University College London GRANT,76990537,51265.64,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,NC Physical Sciences,ICSTM,76990538,56022.26,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,Energy Energy,University of Liverpool GRANT,76990539,62936.89,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,Energy Energy,University of Liverpool GRANT,76990539,92936.89,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,Energy Energy,University of Manchester GRANT,76990540,64201.83,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,Energy Energy,University of Strathclyde GRANT,76990541,51657.53,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,NC Physical Sciences,University College London GRANT,76990542,45969.06,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,NC Physical Sciences,University of St Andrews GRANT,76990543,53784.77,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,NC Physical Sciences,University College London GRANT,76990544,56778.38,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,NC Physical Sciences,ICSTM,76990545,49890.48,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,NC Engineering,University of Nottingham GRANT,76990546,10020.42,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,NC Physical Sciences,University of Nottingham GRANT,76990546,56782.38,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,Energy Energy,University of Leeds GRANT,76990547,51903.65,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,Energy Energy,University of Leeds GRANT,76990547,73525.65,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,NC Physical Sciences,University of Durham GRANT,76990548,59367.43,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,NC Engineering,University of Bristol GRANT,76990549,59027.04,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,NC Physical Sciences,University of Oxford GRANT,76990550,54642.13,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,NC Physical Sciences,ICSTM,76990551,58385.79,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,NC Physical Sciences,University of Exeter GRANT,76990552,59488.75,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,NC Physical Sciences,University College London GRANT,76990553,63220.04,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,NC Physical Sciences,University of Warwick,76990554,50361.45,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,NC Physical Sciences,University of Manchester GRANT,76990555,55683.33,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,NC ICT,University of Bristol GRANT,76990556,29312.28,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,NC Physical Sciences,University of Bristol GRANT,76990556,29312.27,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,NC Physical Sciences,University of Warwick,76990557,54803.21,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,NC Physical Sciences,University of Cambridge,76990558,53657.28,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,NC Physical Sciences,University of Cambridge,76990559,54726.75,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,NC Physical Sciences,University of Bristol GRANT,76990560,57507.26,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,Corporate Programme,University of Southampton GRANT,76990561,852803.47,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,Corporate Programme,University of Southampton GRANT,76990561,852803.47,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,Corporate Programme,University of St Andrews GRANT,76990562,350513.48,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,Corporate Programme,R H B N C GRANT,76990563,73935.04,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,Corporate Programme,University College London GRANT,76990564,1114226.58,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,Corporate Programme,University of Glasgow GRANT,76990565,512198.44,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,Corporate Programme,University of Glasgow GRANT,76990565,512198.44,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,Corporate Programme,ICSTM,76990566,1355640.01,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,Corporate Programme,ICSTM,76990566,1355640.01,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,Corporate Programme,University of Bath,76990567,340209.44,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,Corporate Programme,University of Birmingham GRANT,76990568,336386.48,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,Corporate Programme,University of Bristol GRANT,76990569,587922.06,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,Corporate Programme,University of Cambridge,76990570,1074663.5,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,Corporate Programme,University of Dundee,76990571,91512.36,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,Corporate Programme,University of Dundee,76990571,91512.36,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,Corporate Programme,"University of Wales, Cardiff - UWC",76990572,208054.33,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,Corporate Programme,University of Durham GRANT,76990573,215290.38,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,Corporate Programme,University of Durham GRANT,76990573,215290.38,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,Corporate Programme,Queen's University Belfast GRANT,76990574,316425.59,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,Corporate Programme,Heriot-Watt University GRANT,76990575,192300.77,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,Corporate Programme,Heriot-Watt University GRANT,76990575,192300.77,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,Corporate Programme,Swansea University,76990576,86556.69,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,Corporate Programme,Swansea University,76990576,86556.69,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,Corporate Programme,University of Manchester GRANT,76990577,610396.39,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,Corporate Programme,University of Manchester GRANT,76990577,610396.39,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,Corporate Programme,King's College London,76990578,157058.58,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,Corporate Programme,University of Sheffield GRANT,76990579,605897.84,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,Corporate Programme,Loughborough University GRANT,76990580,189907.51,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,Corporate Programme,University of Newcastle upon Tyne GRANT,76990581,320002.06,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,Corporate Programme,University of Newcastle upon Tyne GRANT,76990581,320002.06,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,Corporate Programme,University of Strathclyde GRANT,76990582,248307.61,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,Corporate Programme,Queen Mary University of London,76990583,143164.48,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,Corporate Programme,Queen Mary University of London,76990583,143164.48,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,Corporate Programme,University of East Anglia GRANT,76990584,69237.6,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,Corporate Programme,University of East Anglia GRANT,76990584,69237.6,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,Corporate Programme,University of Edinburgh,76990585,566797.86,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,Corporate Programme,University of Surrey GRANT,76990586,194688.93,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,Corporate Programme,University of Exeter GRANT,76990587,159545.86,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,Corporate Programme,University of Sussex GRANT,76990588,68777.07,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,Corporate Programme,University of Warwick,76990589,539250.88,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,Corporate Programme,Lancaster University GRANT,76990590,150179.36,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,Corporate Programme,Lancaster University GRANT,76990590,150179.36,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,Corporate Programme,University of Nottingham GRANT,76990591,435224.82,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,Corporate Programme,University of Oxford GRANT,76990592,833782.85,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,Corporate Programme,University of Reading GRANT,76990593,109737.89,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,Corporate Programme,University of Reading GRANT,76990593,109737.89,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,Corporate Programme,University of Kent GRANT,76990594,50062.96,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,Corporate Programme,University of Leeds GRANT,76990595,461653.7,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,Corporate Programme,University of Leicester GRANT,76990596,59984.84,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,Corporate Programme,University of Leicester GRANT,76990596,59984.84,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,Corporate Programme,University of Liverpool GRANT,76990597,291305.37,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,Corporate Programme,University of Liverpool GRANT,76990597,291305.37,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,Corporate Programme,University of York GRANT,76990598,221396.96,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,Corporate Programme,University of York GRANT,76990598,221396.96,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,Energy Energy,Cranfield University,76990599,44146.83,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,Healthcare Healthcare,University of Oxford GRANT,76990600,48528.91,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,NC Maths,University of Edinburgh,76990601,53845.5,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,Healthcare Healthcare,Loughborough University GRANT,76990602,58531.95,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,NC ICT,University of Newcastle upon Tyne GRANT,76990603,27214.85,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,NC Maths,University of Newcastle upon Tyne GRANT,76990603,14654.15,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,NC Maths,University of Bath,76990604,44941.1,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,Digital Economy Digital Economy,Queen Mary University of London,76990605,44498.69,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,Manufacturing Manufacturing,University of Warwick,76990606,40411.06,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,NC Maths,University of Cambridge,76990607,38989.04,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,Healthcare Healthcare,University of Edinburgh,76990608,55476.11,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,Manufacturing Manufacturing,University of Leeds GRANT,76990609,8453.3,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,NC Engineering,University of Leeds GRANT,76990609,33813.19,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,NC Engineering,University of Southampton GRANT,76990610,37444.49,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,NC Engineering,University of Manchester GRANT,76990611,37355.93,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,Manufacturing Manufacturing,University of Birmingham GRANT,76990612,26689.37,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,NC Engineering,University of Birmingham GRANT,76990612,26689.38,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,NC Physical Sciences,ICSTM,76990614,50902.01,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,NC Physical Sciences,University of Bristol GRANT,76990615,50563.23,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,NC Maths,King's College London,76990616,16228.67,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,NC Physical Sciences,King's College London,76990616,30138.93,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,NC Physical Sciences,University of Cambridge,76990617,45826.95,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,NC Engineering,University of St Andrews GRANT,76990618,5500.77,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,NC Physical Sciences,University of St Andrews GRANT,76990618,49506.93,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,NC ICT,University of Glasgow GRANT,76990619,44380.98,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,NC Physical Sciences,University of Glasgow GRANT,76990619,14793.66,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,NC Engineering,University of Liverpool GRANT,76990620,35706.31,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,NC Engineering,University of Liverpool GRANT,76990620,60706.31,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,NC Maths,University of Liverpool GRANT,76990620,35706.31,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,NC Maths,University of Liverpool GRANT,76990620,60706.31,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,NC ICT,Queen's University Belfast GRANT,76990621,29810.47,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,NC Physical Sciences,Queen's University Belfast GRANT,76990621,7452.62,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,NC Engineering,University of Bath,76990622,0.03,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,Non Theme Specific,University of Liverpool GRANT,76990623,70914.48,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,Non Theme Specific,University of Liverpool GRANT,76990623,70914.48,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,Non Theme Specific,University of York GRANT,76990624,59095.4,GBP
